state_code,latitude,longitude,zip_code,city,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,lat,lng,population,density,county_name,dist_highway,dist2_large_airport,dist2_medium_airport,dist_to_shore,number_of_business,adjusted_gross_income,total_income_amount,number_of_returns
CA,34.066697,-118.383367,90211,Beverly Hills,GeekStatus,0,8/1/2010,6/1/2013,2/10/2009,6/12/2010,-1.4712,-0.1369999999999999,,,0,4,435953,0,web,0,1,0,0,0,0,1.0,0,closed,34.06498,-118.38293,9202,5074.4,Los Angeles,3.24239452770949,13.8136760224086,8.32099614870027,12.5223752533762,1543.0,1837242,1860777.0,5520
CO,39.616435,-104.879925,80111,Greenwood Village,TrenStar,1,1/1/2001,,4/6/2007,4/6/2007,6.263,6.263,1.0,1.0,2,1,10000000,1,software,1,0,0,0,0,0,1.0,0,acquired,39.6124,-104.88025,32122,1138.5,Arapahoe,1.14873515114624,32.901272824637,5.41251435755492,1307.20279320699,2829.0,3275188,3317483.0,16110
WA,47.603832,-122.330062,98109,Seattle,World Blender,0,1/1/2010,2/1/2011,11/1/2010,11/1/2010,0.8329,0.8329,0.6658,0.6658,3,1,12000,1,games_video,0,1,0,0,0,0,1.0,1,closed,47.63128,-122.34486,29376,5862.7,King,1.33196366042316,20.4082294729955,11.7117477472126,1.88474879667176,1595.0,3397795,3419124.0,19950
MD,38.988766,-76.940952,20742,College Park,Zymetis,0,1/1/2006,12/7/2012,1/11/2010,1/31/2010,4.0301,4.0849,,,3,2,2257464,0,biotech,1,0,0,0,0,0,1.0,0,closed,38.99422,-76.94347,37168,1634.0,Prince George's,3.10121241071911,17.7814869837073,18.8552944652605,41.9442204072917,610.0,697084,703832.0,11930
NY,40.729839,-73.991781,10003,New York,Dispatch,1,5/1/2011,,7/1/2011,11/10/2011,0.1671,0.5288,0.1671,2.4438,4,2,983000,2,messaging,0,1,0,0,0,0,6.0,1,acquired,40.73,-73.99,54447,36777.5,New York,1.43580002500884,11.1955576080531,14.624378502657,14.9194186435453,4271.0,6869149,6953211.0,25780
CA,34.054935,-118.244476,90015,Los Angeles,HauteLook,1,12/1/2007,,5/12/2009,6/3/2010,1.4466,2.5068,2.5014,3.6411,15,2,41000000,2,fashion,0,0,0,1,1,0,1.5,1,acquired,34.03932,-118.26625,24228,5524.5,Los Angeles,0.478287990498239,16.9317079340843,14.4242193028592,20.2583117256148,2750.0,914874,927386.0,11790
TX,32.969251,-96.823778,75001,Addison,Semantra,0,1/1/2003,4/25/2010,9/1/2006,7/22/2008,3.6685,5.5589,,,0,3,9100000,0,software,1,0,0,1,1,0,1.0,0,closed,32.96015,-96.83808,16287,1675.8,Dallas,1.5539035580187,19.9443618694352,12.6357753704731,403.965314114145,1639.0,937748,946105.0,10050
CA,38.223032,-122.261642,94558,Napa,Inertia Beverage Group,0,10/22/2004,1/16/2013,4/2/2007,1/1/2012,2.4438,7.1973,-2.0575,6.8767,6,3,25500100,3,software,1,0,0,1,0,0,2.5,1,closed,38.50846,-122.26497,66345,64.1,Napa,21.9561282320585,62.1461625179552,40.1810280422513,71.2174578954836,1615.0,3655087,3710172.0,32630
CA,37.779281,-122.419236,94103,San Francisco,Sponge,1,1/1/2010,,4/19/2010,4/19/2010,0.2959,0.2959,1.5863,1.6658,3,1,400000,2,web,0,1,0,0,0,0,1.0,1,acquired,37.77299,-122.41136,32430,9113.8,San Francisco,0.405962658461041,17.4192512249868,50.9319987531928,7.13893261996298,2769.0,2422746,2436413.0,16870
NY,40.730646,-73.986614,10119,New York,Genesis Networks,1,1/1/2002,,9/26/2006,5/6/2010,4.737,8.3479,,,4,10,22165091,0,network_hosting,1,0,0,1,0,0,2.0,1,acquired,40.75064,-73.99273,26966,16690.1,New York,0.598604459885221,10.5397704956285,12.4556429746262,17.2122654847435,7263.0,2799134,2830868.0,15590
CA,37.763652,-122.421778,94110,San Francisco,Mogad,1,6/1/2007,,8/1/2007,8/1/2007,0.1671,0.1671,0.6712,3.3151,4,1,500000,2,network_hosting,0,0,1,0,0,0,4.0,1,acquired,37.74975,-122.41528,70859,11447.9,San Francisco,1.04329263631705,14.9646449265051,49.1746058134241,8.12207303167522,1928.0,6066250,6124958.0,35360
CA,37.393679,-122.079017,94041,Mountain View,Meebo,1,2/1/2005,,10/1/2005,12/20/2010,0.6629999999999999,5.8849,6.211,8.6082,29,5,70000000,4,web,0,0,1,1,1,1,2.8,1,acquired,37.38822,-122.07529,14862,3606.6,Santa Clara,0.601898936973674,13.224283204011,3.87323460309029,30.4878544260464,471.0,2154685,2166343.0,7630
IL,42.048203,-88.03156899999998,60143,Itasca,Accertify,1,3/1/2007,,6/3/2008,5/4/2010,1.2603,3.1781,2.8411,2.8411,6,2,4700000,1,security,1,0,1,0,0,0,1.0,1,acquired,41.97351,-88.02071,11673,646.7,DuPage,0.293712531452312,9.59840341693503,18.4858213194853,28.9592384676145,707.0,570878,577835.0,5800
CA,33.685697,-117.825982,92618,Irvine,Integrien,1,1/1/2001,,5/16/2005,5/11/2010,4.3726,9.3616,4.0027,9.3616,5,3,24510540,2,enterprise,1,0,1,1,0,0,2.6667,1,acquired,33.66729,-117.73362,54368,1014.5,Orange,1.53205529175988,12.4702432825464,32.4514071413529,14.8888530067929,3146.0,4329684,4378792.0,26990
CA,37.441537,-122.158332,94301,Palo Alto,Generic Media,0,1/1/2000,1/28/2011,8/26/2005,8/26/2005,5.6548,5.6548,,,0,1,2500000,0,software,1,0,0,0,0,0,2.0,1,closed,37.44424,-122.14992,17243,2808.8,Santa Clara,2.01061271192656,21.514158634938,9.44422369103014,25.3979311854593,1305.0,15224673,15277982.0,8100
FL,28.0385347,-82.5068513,33618,Tampa,Persystent Technologies,1,1/1/2002,,8/8/2005,12/3/2009,3.6027,7.926,8.5945,9.1096,1,3,21460663,2,software,0,0,0,1,1,1,4.5,1,acquired,28.07313,-82.49781,27396,1253.4,Hillsborough,4.36429289085996,11.398284929682,24.9945713313757,13.3968536825091,1225.0,1353211,1370299.0,13950
NY,40.730646,-73.986614,10013,New York,WireImage,1,1/1/2001,,5/8/2006,5/8/2006,5.3507,5.3507,,,6,1,15000000,0,games_video,0,0,0,0,1,0,4.0,1,acquired,40.72,-74.0,29563,20967.9,New York,0.62813807526136,12.4753879717533,15.3455354717859,13.5662539824237,5379.0,8867125,8938567.0,13940
CA,37.779281,-122.419236,94110,San Francisco,Hello Chair,0,1/1/2006,7/1/2013,6/1/2007,4/12/2010,1.4137,4.2795,1.3288,5.1836,5,2,889999,2,mobile,1,1,0,0,0,0,3.5,1,closed,37.74975,-122.41528,70859,11447.9,San Francisco,1.04329263631705,14.9646449265051,49.1746058134241,8.12207303167522,1928.0,6066250,6124958.0,35360
CA,37.573045,-122.2823,94404,Foster City,Encentuate,1,1/1/2001,,3/22/2005,3/22/2005,4.2219,4.2219,3.0,3.0,6,1,16000000,1,software,0,0,0,1,0,0,3.0,1,acquired,37.5562,-122.26905,36571,3246.0,San Mateo,0.916311804454664,11.6582790971518,24.8926230348438,19.1318211271644,948.0,4023341,4055424.0,17690
CA,37.762185,-122.467269,94104,San Francisco,Consorte Media,1,7/1/2005,,12/1/2007,12/1/2007,2.4192,2.4192,2.5041,8.3973,5,1,7000000,4,web,0,0,0,1,0,0,2.0,1,acquired,37.79144,-122.40211,504,2509.2,San Francisco,1.12794409660088,17.7295358687467,52.0527926468934,7.29425790255827,2082.0,2984034,2990505.0001,970
NY,40.730646,-73.986614,10004,New York,Triples Media,0,6/1/2010,7/1/2013,3/1/2011,3/1/2011,0.7479,0.7479,,,3,2,100000,0,advertising,0,1,0,0,0,0,1.0,0,closed,40.69,-74.02,4795,4063.8,New York,0.737589828800893,12.5403260649101,18.130974354939,9.78951444293679,1478.0,1039313,1047897.0,2220
NY,40.73901,-73.997259,10011,New York,RightsFlow,1,10/1/2007,,8/26/2009,8/26/2009,1.9041,1.9041,1.9041,4.0027,13,1,1500000,3,music,0,0,1,0,0,0,1.0,0,acquired,40.74173,-74.00037,51867,30925.5,New York,0.744294413671294,11.4616640809413,13.0800222207951,16.053203143223,3891.0,9019099,9122665.0,27570
WA,47.617838,-122.356027,98104,Seattle,thePlatform,1,1/1/2000,,1/12/2006,1/12/2006,6.0356,6.0356,10.4959,12.6137,19,1,8000000,4,web,1,0,0,0,0,0,1.0,1,acquired,47.60044,-122.33004,14469,5909.6,King,0.402531100923592,16.8811407664905,8.11025776936027,0.740873437820683,2177.0,943978,952490.0,7540
CA,34.018275,-118.495025,90401,Santa Monica,Docstoc,1,8/1/2007,,11/1/2007,4/28/2008,0.2521,0.7425,4.2082,6.3479,22,2,4000000,4,web,0,0,1,1,0,0,3.0,1,acquired,34.01584,-118.49251,7482,3828.7,Los Angeles,0.417153749686507,11.2795958782848,3.82624831061588,0.927551094814487,1786.0,1258278,1270128.0,4650
CA,37.7611016,-122.4160008,94110,San Francisco,TwtBks,0,6/20/2009,3/3/2012,6/26/2009,6/26/2009,0.0164,0.0164,,,3,1,25000,0,web,0,1,0,0,0,0,1.0,0,closed,37.74975,-122.41528,70859,11447.9,San Francisco,1.04329263631705,14.9646449265051,49.1746058134241,8.12207303167522,1928.0,6066250,6124958.0,35360
CA,37.484347,-122.225803,94063,Redwood City,Zenprise,1,1/1/2003,,6/6/2005,1/1/2012,2.4301,9.0055,8.5781,10.0137,10,6,64630000,3,mobile,1,0,0,1,1,0,3.6667,1,acquired,37.49367,-122.20823,35163,2088.0,San Mateo,0.642410976348845,20.2565046371103,16.4905269472707,22.4331293065576,1532.0,1649265,1661029.0,16670
CA,40.787878000000006,-74.388207,94402,San Mateo,Picateers,0,1/1/2005,11/1/2011,1/1/2006,8/25/2008,1.0,3.6493,3.4986,3.4986,10,2,12100000,1,web,0,0,1,1,0,0,1.0,1,closed,37.54035,-122.33388,27188,2077.3,San Mateo,0.362853795822314,9.4664101905921,28.6846421014934,12.9093757825057,954.0,4543920,4589713.0,13460
CA,37.779281,-122.419236,94111,San Francisco,Vontu,1,1/1/2001,,3/21/2005,8/11/2006,4.2192,5.6110000000000015,5.0027,5.0027,9,2,20000000,1,software,0,0,0,0,1,1,4.5,1,acquired,37.79847,-122.3998,4707,5447.6,San Francisco,1.57317409229453,17.9078779413642,52.5608691120803,7.33660700148972,2524.0,1697975,1713693.0,2700
TX,30.409765000000004,-97.75101,78759,Austin,NextIO,0,1/1/2003,7/1/2013,1/11/2005,5/17/2012,2.0301,9.3808,9.0055,9.0055,10,4,49600000,1,hardware,0,0,0,1,1,0,2.6667,1,closed,30.4027,-97.76093,44978,1218.6,Travis,1.45049890633708,24.7108745372378,57.552389092216,259.275801968398,2157.0,2736509,2767685.0,21840
CA,34.154942600000005,-118.6545471,91302,Calabasas,Emergent Game Technologies,1,1/1/2000,,7/5/2007,12/10/2009,7.5123,9.9479,0.4164,0.4164,3,5,51450000,1,games_video,1,0,0,0,0,1,5.6667,1,acquired,34.12295,-118.67193,26241,369.1,Los Angeles,3.01893874760226,31.5297526890931,19.3245978165885,9.71842917371954,1680.0,4442818,4504294.0,12130
CA,37.775206,-122.419209,94107,San Francisco,threadsy,1,6/1/2008,,3/27/2008,12/7/2010,-0.1808,2.5178,4.6904,4.6904,7,2,6300000,1,messaging,0,0,1,1,0,0,2.0,1,acquired,37.76473,-122.39508,28607,5951.9,San Francisco,0.149817505671583,16.0503826883757,49.321312459411,8.89826715961436,2343.0,4168994,4205247.0,17710
NY,40.750519,-73.993494,10001,New York,Sonar.me,0,1/1/2010,7/17/2013,1/1/2012,1/1/2012,2.0,2.0,1.0274,3.1644,8,1,200000,3,mobile,0,1,0,0,0,0,2.0,1,closed,40.75,-74.0,26966,16690.1,New York,0.263454617191128,11.1479894176789,12.2509024151323,17.0123167774835,7263.0,2799134,2830868.0,15590
OH,39.099909,-84.504243,45202,Cincinnati,StyleZen,0,9/1/2011,4/1/2013,9/1/2011,9/1/2011,0.0,0.0,0.0,0.0,2,1,20000,1,fashion,0,1,0,0,0,0,1.0,0,closed,39.11,-84.5,15293,2216.7,Hamilton,0.123710200464363,16.0031173042639,7.06279287738108,304.021291081499,2077.0,1176027,1190270.0,9580
CA,37.391727,-122.077597,94041,Mountain View,Krillion,1,5/1/2006,,6/14/2006,6/14/2006,0.1205,0.1205,-0.2438,5.263,6,1,9150000,2,web,0,0,1,0,0,0,2.0,1,acquired,37.38822,-122.07529,14862,3606.6,Santa Clara,0.601898936973674,13.224283204011,3.87323460309029,30.4878544260464,471.0,2154685,2166343.0,7630
OH,39.099909,-84.504243,45202,Cincinnati,Transactiv,0,7/1/2009,7/19/2013,10/13/2009,10/13/2009,0.2849,0.2849,0.0,0.2849,2,1,1200000,2,advertising,0,0,1,0,0,0,4.0,1,closed,39.11,-84.5,15293,2216.7,Hamilton,0.123710200464363,16.0031173042639,7.06279287738108,304.021291081499,2077.0,1176027,1190270.0,9580
CA,34.054935,-118.244476,90049,Los Angeles,nprogress,0,2/1/2010,1/1/2012,12/1/2011,12/1/2011,1.8301,1.8301,1.1616,1.1616,4,1,1700000,2,social,0,0,0,0,0,0,7.0,1,closed,34.08749,-118.48976,35853,924.6,Los Angeles,1.38248552923658,17.7963766690431,8.73497845540739,7.43025047460566,1706.0,7734122,7836690.0,17860
CA,39.762314,-104.982256,94010,Burlingame,Brightkite,1,1/1/2007,12/1/2011,8/1/2007,7/6/2009,0.5808,2.5123,0.5918,4.9699,9,3,1415000,4,social,1,1,0,0,0,0,1.0,1,acquired,37.57306,-122.37828,43644,1114.7,San Mateo,1.29017691422067,5.11640450781434,33.8895486786525,11.8899732069782,2105.0,11043368,11142064.0,20650
CA,37.7915,-122.40045,94104,San Francisco,Peanut Labs,1,1/1/2005,,2/1/2006,2/19/2008,1.0849,3.1342,5.9178,7.9342,16,2,4200000,2,enterprise,0,0,1,1,0,0,1.5,1,acquired,37.79144,-122.40211,504,2509.2,San Francisco,1.12794409660088,17.7295358687467,52.0527926468934,7.29425790255827,2082.0,2984034,2990505.0001,970
TX,32.997114,-96.676137,75082,Richardson,AppTrigger,1,1/1/2002,,12/13/2007,12/13/2007,5.9507,5.9507,,,1,1,21500000,0,public_relations,0,0,0,0,1,0,4.0,1,acquired,32.99208,-96.66536,26801,1262.1,Collin,0.226367024028279,36.3510600731767,23.7220044893648,399.488812509636,536.0,1599340,1615861.0,13830
UT,40.3310529,-111.7276347,84042,Lindon,Footnote,1,6/1/2006,,6/16/2006,1/1/2008,0.0411,1.5863,2.2795,4.3918,4,2,10000000,2,web,0,0,1,0,0,0,2.0,0,acquired,40.34113,-111.72466,11346,552.5,Utah,1.67745905267042,53.9310520155992,13.5587286706101,948.192594864779,487.0,593244,599632.0,5060
CA,34.054935,-118.244476,90064,Los Angeles,NextMedium,0,1/1/2004,12/24/2011,2/1/2005,7/24/2006,1.0877,2.5616,4.0027,4.0027,7,2,9500000,1,software,0,0,1,1,0,0,2.5,1,closed,34.0358,-118.42653,25161,2608.4,Los Angeles,0.456139238213752,10.5141450961543,3.16692751805892,7.15635191278885,2309.0,3648377,3708824.0,14990
NM,35.084103000000006,-106.650985,87102,Albuquerque,iosil Energy,0,1/1/2007,3/4/2012,12/24/2009,3/17/2012,2.9808,5.211,,,4,2,13875001,0,cleantech,0,0,0,0,0,0,10.0,1,closed,35.08116,-106.64636,19056,1127.5,Bernalillo,0.846137583554543,525.370194050094,5.68394185418258,1026.58803854498,1288.0,356860,360937.0,9220
CA,37.426316,-122.141082,94306,Palo Alto,Kapow Software,1,1/1/2005,,2/1/2005,1/13/2010,0.0849,5.0356,1.8329,1.8329,10,3,19743770,1,software,0,0,0,1,1,0,2.5,1,acquired,37.41627,-122.13088,28394,2683.4,Santa Clara,2.9968361732801,18.796997109282,7.23096842609695,26.0241157902973,1001.0,5242866,5282096.0,13110
CA,37.520592,-122.255907,94306,Palo Alto,TrustedID,1,1/1/2005,,10/1/2005,10/18/2007,0.7479,2.7945,2.0575,3.8356,5,3,25000000,2,security,0,0,1,1,0,0,2.0,1,acquired,37.41627,-122.13088,28394,2683.4,Santa Clara,2.9968361732801,18.796997109282,7.23096842609695,26.0241157902973,1001.0,5242866,5282096.0,13110
PA,40.60157589999999,-75.3611135,18015,Bethlehem,Ciclon Semiconductor Device Corporation,1,1/1/2004,,8/2/2005,3/7/2007,1.5863,3.1808,,,1,3,24150000,0,semiconductor,1,0,1,1,0,0,2.0,1,acquired,40.5887,-75.36786,33127,551.5,Northampton,0.260514004430386,80.4278219435629,9.44408895576801,98.4914150149647,553.0,1354880,1366442.0,14590
CA,37.382162,-122.036301,94086,Sunnyvale,Azingo,0,1/1/2005,8/11/2009,10/1/2006,7/18/2008,1.7479,3.5452,2.0,2.0,4,2,80000000,1,mobile,0,0,1,1,0,0,1.0,0,closed,37.37164,-122.02316,48482,4286.8,Santa Clara,2.94778246823927,8.36726097022421,5.44546016941943,35.1709353583597,896.0,4484473,4505201.0,23960
CA,37.354469,-121.990433,95051,Santa Clara,Vudu,1,1/1/2004,,6/1/2005,4/29/2007,1.4164,3.326,4.4192,9.8164,11,2,36000000,3,hardware,0,0,1,1,0,0,3.5,1,acquired,37.3483,-121.98444,60582,3548.9,Santa Clara,3.24501900831404,5.13085747277839,9.45406236443532,38.7556006914667,1145.0,5311634,5336824.0,30050
MO,38.703764,-90.443832,63043,Saint Louis,"ITOG, Inc.",0,9/19/2006,4/16/2010,2/11/2008,2/11/2008,1.3973,1.3973,,,1,1,205000,0,network_hosting,0,1,0,0,0,0,1.0,0,closed,38.72962,-90.45659,22767,700.6,St. Louis,1.07819341767973,7.80373567941791,18.5461660926394,417.392540648734,828.0,744265,751861.0,11750
CA,37.387845,-122.055197,94089,Sunnyvale,Plaxo,1,11/17/2002,,11/1/2002,2/1/2007,-0.0438,4.211,6.4164,9.0658,27,4,28300000,4,web,0,0,1,1,1,1,2.5,1,acquired,37.41192,-122.01441,23492,1490.6,Santa Clara,0.687590690281416,9.32457896295532,3.09043723961862,36.5048978506105,600.0,1582932,1590359.0,12130
CA,37.550954,-122.315396,94303,Palo Alto,Sharetivity,0,7/7/2007,11/11/2012,5/1/2006,5/1/2006,-1.1836,-1.1836,0.8301,0.8301,1,1,2000000,1,web,0,0,0,0,0,0,1.0,0,closed,37.45064,-122.11928,48487,2218.4,Santa Clara,0.383871646786651,19.4440798614888,7.29749866936425,28.320386483243,829.0,4802348,4835411.0,21850
CA,37.627971,-122.426804,94066,San Bruno,YouTube,1,2/1/2005,,11/1/2005,4/1/2006,0.7479,1.1616,2.4,8.8384,63,2,11500000,6,games_video,0,0,1,1,0,0,1.0,1,acquired,37.62539,-122.43229,43846,2793.4,San Mateo,0.23285349585503,5.09545369508279,41.0391991890588,5.86488182358159,946.0,2318088,2335669.0,22780
NY,40.730646,-73.986614,10018,New York City,Hashable,0,1/1/2010,7/25/2012,11/22/2010,11/22/2010,0.8904,0.8904,1.3288,2.526,15,1,4000000,2,mobile,0,0,1,0,0,0,3.0,1,closed,40.76,-73.99,8063,9049.0,New York,0.570112472737233,10.0702178794515,11.6570139360155,18.3358796665454,6801.0,1972278,1988201.0,6170
NY,40.74929,-73.981328,10016,New York,MyNines,0,8/1/2009,8/5/2011,4/19/2010,4/19/2010,0.7151,0.7151,0.7479,2.011,2,1,500000,2,ecommerce,0,1,0,0,0,0,1.0,1,closed,40.75,-73.98,56758,39859.9,New York,0.716743572875626,9.53771151653131,13.0441421854635,17.4168673351042,5940.0,6092642,6158874.0,29210
TX,30.387275,-97.759511,78759,Austin,itzbig,0,6/1/2006,3/24/2010,2/27/2007,2/27/2007,0.7425,0.7425,1.1671,3.9151,9,1,4000000,2,search,0,0,1,0,0,0,2.0,1,closed,30.4027,-97.76093,44978,1218.6,Travis,1.45049890633708,24.7108745372378,57.552389092216,259.275801968398,2157.0,2736509,2767685.0,21840
NY,40.650104,-73.94958199999998,11201,Brooklyn,Loosecubes,0,1/1/2010,1/1/2012,1/1/2010,6/5/2012,0.0,2.4274,2.4274,2.4986,8,2,9030000,2,web,0,1,1,0,0,0,4.0,1,closed,40.69,-73.99,68777,19613.2,Kings,0.769358204266154,13.8516732268565,18.774303525793,10.4666005941406,2930.0,8405929,8507786.0,33940
PA,39.952399,-75.16359,19104,Philadelphia,Avid Radiopharmaceuticals,1,1/1/2005,,1/25/2005,5/21/2009,0.0658,4.3863,,,15,4,69900000,0,biotech,0,1,1,0,1,1,4.75,1,acquired,39.95891,-75.19836,52126,6575.6,Philadelphia,1.27725533300852,10.338981661066,21.0399736502694,52.3366139646752,940.0,715012,722681.0,15860
CA,34.050451,-118.437775,90024,Los Angeles,Contur,0,9/1/2011,11/1/2012,5/1/2012,5/1/2012,0.6658,0.6658,0.4192,0.4192,2,1,20000,1,messaging,0,1,0,0,0,0,1.0,0,closed,34.06565,-118.43521,50611,6570.9,Los Angeles,1.97415988660851,13.9214127729032,5.73072876863892,8.80626529382417,2178.0,5856455,5922725.0,14710
IN,39.7672093,-86.1580785,46204,Indianapolis,ExactTarget,1,12/1/2000,,7/21/2004,10/24/2012,3.6384,11.9041,10.9836,12.6822,29,7,238209999,3,software,1,0,0,0,0,0,2.0,1,acquired,39.77134,-86.15703,10246,3479.2,Marion,1.22869908655873,13.1930525454483,60.8749681418462,226.403898181825,1619.0,524307,529844.0,4590
CA,37.437328,-122.159928,94303,Palo Alto,MyMiniLife,1,1/1/2007,,11/15/2006,11/15/2007,-0.1288,0.8712,-0.5863,1.2137,4,3,430000,2,games_video,0,1,0,0,0,0,1.6667,0,acquired,37.45064,-122.11928,48487,2218.4,Santa Clara,0.383871646786651,19.4440798614888,7.29749866936425,28.320386483243,829.0,4802348,4835411.0,21850
CA,37.538352,-122.299665,94403,San Mateo,Adept Cloud,1,6/1/2011,,10/1/2012,11/1/2012,1.337,1.4219,0.5863,0.5863,5,2,1015000,1,enterprise,1,0,1,0,0,0,1.0,0,acquired,37.53844,-122.30454,44244,3032.8,San Mateo,1.52515407876873,10.8993781503251,26.3350382230902,15.2649962380512,1091.0,3896824,3927866.0,22080
CA,37.4484914,-122.1802812,94025,Menlo Park,Factery,0,4/1/2009,1/17/2013,9/10/2009,9/10/2009,0.4438,0.4438,0.8192,0.8192,2,1,1200000,1,web,1,0,0,0,0,0,2.0,1,closed,37.45087,-122.1829,41826,1930.5,San Mateo,3.20697609227186,24.4714477606152,12.4385274991423,22.8329717789427,1661.0,9412740,9502458.0,19320
PA,40.364273,-74.951278,18938,New Hope,"MeetMe, Inc.",1,4/1/2005,,1/29/2007,7/29/2008,1.8301,3.3288,3.274,7.6274,16,2,17100000,4,web,0,0,1,1,0,0,2.5,1,acquired,40.35126,-74.99779,14115,133.3,Bucks,5.00259370265409,57.1775430711629,17.6887904043355,66.7868625843809,437.0,2002316,2027784.0,7220
CA,34.054935,-118.244476,90039,Los Angeles,HeadCase Humanufacturing,0,1/1/2006,1/1/2012,8/28/2006,8/28/2006,0.6548,0.6548,,,3,1,900000,0,software,0,0,1,0,0,0,1.0,1,closed,34.11242,-118.26153,28839,3059.2,Los Angeles,0.257553061930338,23.2201350203013,12.8879033051602,25.1510441552816,870.0,1455574,1478699.0,15370
CA,37.563905,-122.324688,94401,San Mateo,bluepulse,0,4/10/1990,1/1/2010,4/1/2007,4/1/2007,16.9863,16.9863,16.663,18.3233,7,1,6000000,2,network_hosting,0,0,1,0,0,0,1.0,1,closed,37.57445,-122.31942,35095,4356.1,San Mateo,0.0991003326621446,6.96540868896745,29.6508914993284,16.2022217918661,1050.0,2024733,2042964.0,17130
NY,40.729839,-73.991781,10003,New York,Mr. Youth,1,1/1/2002,,10/1/2002,2/1/2009,0.7479,7.0904,8.0055,9.874,5,2,15100000,3,advertising,0,1,1,0,0,0,1.0,0,acquired,40.73,-73.99,54447,36777.5,New York,1.43580002500884,11.1955576080531,14.624378502657,14.9194186435453,4271.0,6869149,6953211.0,25780
CA,38.232583,-122.636465,94954,Petaluma,Teknovus,1,1/1/2001,,1/1/2002,11/16/2009,1.0,8.8795,4.0027,9.1863,7,5,62600000,2,semiconductor,1,0,1,1,1,1,9.3333,1,acquired,38.24624,-122.56627,38354,238.2,Sonoma,4.78321135726055,65.7481315061015,36.2799887169387,36.6653904481932,919.0,1773851,1797488.0,19310
CA,37.486368,-122.230116,94063,Redwood City,Qik,1,6/1/2006,,4/9/2008,1/6/2011,1.8575,4.6027,3.9178,6.4301,15,4,14800000,3,mobile,1,0,0,1,1,0,2.25,1,acquired,37.49367,-122.20823,35163,2088.0,San Mateo,0.642410976348845,20.2565046371103,16.4905269472707,22.4331293065576,1532.0,1649265,1661029.0,16670
CA,34.172904,-118.37403700000002,91601,North Hollywood,EQAL,1,4/1/2008,,4/16/2008,5/23/2011,0.0411,3.1425,1.8466,4.4877,30,2,6875000,5,web,1,0,1,0,0,0,7.0,1,acquired,34.16827,-118.37222,34786,5094.1,Los Angeles,1.0642632617687,25.3198038419885,3.58256380441626,21.582992898285,836.0,1236036,1253877.0,21870
TX,31.5682893,-97.1973664,76710,Waco,IonLogix Systems,0,12/11/2007,2/2/2011,10/24/2008,10/24/2008,0.8712,0.8712,,,1,1,30000,0,software,0,1,0,0,0,0,1.0,0,closed,31.5387,-97.19554,23385,967.6,McLennan,2.43951253925869,151.739339507577,8.7256210392703,295.87008500974,1235.0,788231,797794.0,11680
CA,37.386778,-121.966277,95054,Santa Clara,Atrica,0,1/1/2000,12/13/2007,4/5/2006,4/5/2006,6.263,6.263,6.0055,6.0055,10,1,22200000,1,public_relations,0,0,0,0,0,0,9.0,1,closed,37.39308,-121.96483,24404,1466.9,Santa Clara,1.17487193433141,4.63865782552587,7.86333135459679,40.7771236485153,1840.0,2470347,2479560.0,12410
CO,40.0186731,-105.2762236,80302,Boulder,Socialthing,1,5/18/2007,,8/1/2007,10/23/2007,0.2055,0.4329,0.4685,2.9507,6,2,415000,2,network_hosting,0,1,0,0,0,0,1.0,1,acquired,40.0306,-105.35542,29593,121.7,Boulder,8.82988806845427,61.1311157629361,24.4182631461018,1308.20349063445,1850.0,1823521,1849520.0,9720
NY,40.743808,-73.983626,10010,New York,Next New Networks,1,3/1/2007,,1/1/2007,12/29/2010,-0.1616,3.8329,3.0027,4.7014,16,4,27063781,4,web,0,0,1,1,1,0,3.5,1,acquired,40.74,-73.98,33193,34754.1,New York,0.57778823830952,9.94699033327552,14.0052401817209,16.2934062408544,3086.0,4709606,4762756.0,15360
CA,34.394343,-119.51231,93013,Carpinteria,AdECN,1,1/1/2003,,2/1/2006,2/1/2006,3.0877,3.0877,5.0027,5.0027,6,1,3100000,1,advertising,0,0,1,0,0,0,5.0,1,acquired,34.42697,-119.48032,16515,154.1,Santa Barbara,4.51058874629825,42.6737950701685,32.9893432548781,5.12972693994818,473.0,768395,779770.0,7970
CA,37.451124,-122.16626399999998,94025,Menlo Park,Cuil,0,1/1/2005,9/1/2010,3/1/2007,4/15/2008,2.1616,3.2877,3.4986,7.6904,13,2,33000000,4,search,0,0,1,1,0,0,2.5,1,closed,37.45087,-122.1829,41826,1930.5,San Mateo,3.20697609227186,24.4714477606152,12.4385274991423,22.8329717789427,1661.0,9412740,9502458.0,19320
CA,37.430025,-122.09998,94043,Mountain View,Sensory Networks,1,1/1/2003,,10/10/2005,1/1/2008,2.7753,5.0027,4.1644,10.7534,2,3,17400000,2,web,1,0,0,0,1,0,5.0,1,acquired,37.41188,-122.06892,33052,1508.8,Santa Clara,0.360648460339702,13.5134938759243,1.82046417828481,31.5180333226296,1183.0,3328885,3345934.0,15630
